ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Children,Total_Spend,Total_Purchases,Customer_Tenure_Days,Age_Band,Income_Band,Customer_Segment
832275,1981,Graduation,Widow,36556.5,1,0,2013-06-28,39,0,0,32,3,0,15,2,1,0,2,2,0,0,0,0,0,0,0,Saudi Arabia,44,1,50,3,4584,40-49,Mid,Family Customer
11422224,1987,PhD,Married,99488.4,0,0,2012-07-30,47,35,0,211,10,7,0,1,2,2,7,6,0,0,0,0,0,0,0,Saudi Arabia,38,0,263,11,4917,30-39,Very High,High Income
7268453,1967,PhD,Single,1730.0,1,0,2013-07-29,99,0,0,39,0,0,8,3,1,0,3,8,0,0,0,0,0,0,0,Spain,58,1,47,4,4553,50-59,Low,High Web Engagement
7139089,1949,Graduation,Married,54505.6,1,0,2013-03-29,91,17,0,52,3,45,11,3,3,1,1,6,0,0,0,0,0,1,0,USA,76,1,128,5,4675,70+,Mid,Campaign Responder
12308701,1973,Graduation,Widow,71879.5,0,0,2013-05-29,77,501,89,1066,24,47,61,1,7,1,1,6,0,0,0,0,0,0,0,Saudi Arabia,52,0,1788,9,4614,50-59,High,High Spender
7535384,1966,Graduation,Single,64309.0,1,0,2013-05-01,95,109,0,265,0,118,31,1,3,0,2,3,0,0,0,0,0,0,0,Australia,59,1,523,5,4642,50-59,High,Family Customer
15685636,1977,Graduation,Together,102072.9,0,1,2012-08-08,78,305,69,217,259,16,36,1,3,3,5,1,0,0,0,1,0,0,0,Saudi Arabia,48,1,902,11,4908,40-49,Very High,High Income
15538107,1965,PhD,Single,86752.2,0,0,2012-10-31,45,186,0,315,7,0,94,3,2,0,8,5,0,0,0,0,0,0,0,Saudi Arabia,60,0,602,10,4824,60-69,Very High,High Income
14371478,1989,PhD,Divorced,1730.0,1,0,2013-12-10,52,15,0,27,0,0,0,1,2,0,3,5,0,0,0,0,0,0,0,Spain,36,1,42,5,4419,30-39,Low,Family Customer
12508848,1979,Graduation,YOLO,38663.3,1,0,2013-09-16,83,118,92,25,9,4,13,2,2,1,10,6,0,0,0,0,0,0,0,Saudi Arabia,46,1,261,13,4504,40-49,Mid,High Web Engagement
15903053,1972,Graduation,Single,77835.9,1,0,2014-06-29,0,27,0,135,0,5,5,1,3,1,3,5,0,0,0,0,0,0,0,Canada,53,1,172,7,4218,50-59,High,High Income
2425475,1971,Graduation,Together,97568.1,1,0,2013-09-26,23,182,10,1193,145,17,50,1,4,4,1,6,1,0,0,0,0,0,0,Germany,54,1,1597,9,4494,50-59,Very High,High Spender
1339664,1970,Graduation,Single,14247.0,1,1,2014-04-13,99,24,29,60,0,49,5,2,6,0,3,1,0,0,0,0,0,0,0,Australia,55,2,167,9,4295,50-59,Low,Family Customer
13701816,1976,Master,Divorced,59534.7,2,0,2012-07-30,99,8,21,23,10,3,93,3,4,7,3,7,0,0,0,1,0,0,0,Australia,49,2,158,14,4917,40-49,High,High Web Engagement
6757971,1969,Graduation,Widow,107698.7,0,1,2014-06-29,47,1493,25,1154,225,4,12,3,3,9,8,4,0,0,0,1,0,1,0,USA,56,1,2913,20,4218,50-59,Very High,High Spender
3699727,1962,Master,Single,67125.1,0,1,2014-04-27,23,67,5,196,0,6,16,3,4,0,3,7,1,0,0,0,0,0,0,Saudi Arabia,63,1,290,7,4281,60-69,High,High Web Engagement
2693323,1976,Graduation,Divorced,15968.0,0,0,2014-05-29,50,54,0,6,16,4,6,1,6,0,5,8,0,0,0,0,0,0,0,Spain,49,0,86,11,4249,40-49,Low,High Web Engagement
5377176,1973,Master,Divorced,38038.4,0,1,2014-05-05,19,0,165,217,158,38,26,1,4,2,7,1,0,0,0,0,0,0,0,Spain,52,1,604,13,4273,50-59,Mid,Family Customer
5610727,1988,Graduation,Together,35905.9,1,0,2014-01-19,93,20,0,1,7,46,61,3,4,1,0,5,0,0,0,0,0,0,0,Saudi Arabia,37,1,135,5,4379,30-39,Mid,Family Customer
2304871,1961,2n Cycle,Together,89979.2,0,0,2013-10-25,99,1433,3,203,3,2,17,1,5,5,2,1,0,0,0,1,0,0,0,USA,64,0,1661,12,4465,60-69,Very High,High Spender
14772449,1974,PhD,Together,21751.2,1,1,2014-06-29,2,0,0,29,0,7,0,3,1,1,3,5,0,0,0,0,0,0,0,Saudi Arabia,51,2,36,5,4218,50-59,Low,Family Customer
6944787,1986,Basic,Together,1730.0,1,1,2014-06-29,99,0,0,29,0,0,0,2,0,1,1,7,0,0,0,0,0,0,0,Canada,39,2,29,2,4218,30-39,Low,High Web Engagement
666639,1968,2n Cycle,Together,67849.2,1,0,2013-06-19,10,64,0,41,0,2,13,1,7,0,3,4,1,0,0,0,0,1,0,USA,57,1,120,10,4593,50-59,High,Campaign Responder
11665366,1980,2n Cycle,Together,1730.0,1,1,2014-06-05,99,43,0,3,0,0,0,4,2,0,0,7,0,0,0,0,0,0,0,Spain,45,2,46,2,4242,40-49,Low,High Web Engagement
12571366,1984,Master,Together,1730.0,1,1,2014-03-23,62,26,0,21,3,0,0,1,2,0,4,8,0,0,0,0,0,0,0,India,41,2,50,6,4316,40-49,Low,High Web Engagement
7820810,1989,Graduation,Widow,1730.0,1,1,2014-03-22,99,0,0,30,9,0,5,2,1,0,1,4,0,0,0,0,0,0,0,Saudi Arabia,36,2,44,2,4317,30-39,Low,Family Customer
8984294,1975,Graduation,Married,111452.4,0,0,2013-02-28,6,385,71,53,31,147,15,3,6,2,6,3,0,0,0,1,0,0,0,India,50,0,702,14,4704,50-59,Very High,High Income
3379081,1949,Graduation,Widow,102403.8,0,0,2013-01-20,16,419,109,350,113,3,43,1,12,1,10,8,0,1,1,0,0,1,0,USA,76,0,1037,23,4743,70+,Very High,High Income
10690550,1969,PhD,Widow,8646.6,1,1,2014-02-26,28,0,0,57,4,0,5,1,0,0,0,8,0,0,0,0,0,0,0,Spain,56,2,66,0,4341,50-59,Low,High Web Engagement
12510546,1962,PhD,Single,29942.1,0,1,2013-02-02,32,24,0,205,13,0,1,2,7,7,6,6,0,0,0,1,0,0,0,Spain,63,1,243,20,4730,60-69,Mid,High Web Engagement
6362038,1990,Graduation,Married,86298.8,0,0,2013-07-09,99,63,23,211,9,0,56,1,4,1,4,8,0,1,0,0,0,0,0,India,35,0,362,9,4573,30-39,Very High,High Income
9451059,1966,Master,Together,105723.2,0,0,2013-07-21,57,286,199,182,0,16,105,3,6,1,7,0,0,0,0,0,0,0,0,Australia,59,0,788,14,4561,50-59,Very High,High Income
5751590,1947,Graduation,Together,84828.7,0,0,2014-03-26,99,536,0,70,17,2,15,1,8,1,8,3,0,0,0,0,0,0,0,Saudi Arabia,78,0,640,17,4313,70+,High,High Income
3362301,1956,Graduation,Single,106642.7,0,1,2013-09-04,41,8,21,60,25,26,114,1,2,2,5,7,0,0,0,0,0,0,0,Germany,69,1,254,9,4516,60-69,Very High,High Income
4472203,1970,Graduation,Widow,73690.4,0,0,2014-01-10,12,930,34,151,165,182,43,1,7,2,6,3,0,1,0,0,0,1,0,Saudi Arabia,55,0,1505,15,4388,50-59,High,Campaign Responder
13283144,1981,Basic,Married,7637.7,1,0,2013-01-14,72,0,0,67,7,6,17,2,4,0,0,5,0,0,0,0,0,0,0,Spain,44,1,97,4,4749,40-49,Low,Family Customer
9392383,1984,PhD,Together,48226.6,0,0,2014-06-26,85,0,4,116,0,8,0,1,12,2,3,5,0,0,0,0,0,0,0,Spain,41,0,128,17,4221,40-49,Mid,Standard Customer
331147,1964,Graduation,Single,70038.7,0,0,2014-06-11,7,645,97,67,25,41,12,3,6,2,4,8,0,0,0,1,0,0,0,Saudi Arabia,61,0,887,12,4236,60-69,High,High Web Engagement
6150043,1968,Graduation,Married,21316.7,1,0,2014-02-28,81,52,46,51,1,5,0,4,7,2,6,7,0,0,0,1,0,0,0,Saudi Arabia,57,1,155,15,4339,50-59,Low,High Web Engagement
9336282,1991,Master,Absurd,39731.2,1,1,2012-10-15,56,19,0,48,0,6,12,1,1,1,0,5,0,0,0,0,0,0,0,Spain,34,2,85,2,4840,30-39,Mid,Family Customer
11452829,1996,PhD,Single,104857.7,0,1,2014-03-30,77,191,21,394,39,32,9,4,6,2,5,7,0,0,0,1,0,0,0,Australia,29,1,686,13,4309,18-29,Very High,High Income
5556534,1987,Master,Together,1730.0,1,1,2014-06-29,86,0,0,33,5,0,1,2,1,0,2,8,0,0,0,0,0,0,0,Spain,38,2,39,3,4218,30-39,Low,High Web Engagement
9183230,1977,PhD,Divorced,47915.9,0,0,2012-11-19,99,513,7,697,107,0,19,6,13,0,6,8,0,0,0,0,0,0,0,Canada,48,0,1343,19,4805,40-49,Mid,High Web Engagement
5558766,1970,Graduation,Single,94806.5,1,0,2012-12-13,94,284,10,160,82,0,212,0,4,1,0,8,0,0,0,0,0,0,0,Spain,55,1,748,5,4781,50-59,Very High,High Income
2589974,1969,Graduation,Together,113188.5,0,0,2012-09-30,39,175,17,440,259,21,26,1,3,2,5,2,0,0,0,0,0,0,0,Canada,56,0,938,10,4855,50-59,Very High,High Income
16560237,1965,Graduation,Single,105507.2,0,1,2013-02-09,59,990,9,1181,99,31,14,3,4,1,5,5,0,0,0,0,0,1,0,Spain,60,1,2324,10,4723,60-69,Very High,High Spender
11436977,1991,Graduation,Together,70681.0,1,0,2012-09-08,99,355,30,50,13,22,37,4,9,2,1,4,0,0,0,1,0,0,0,Australia,34,1,507,12,4877,30-39,High,Family Customer
2152305,1974,Basic,Together,23751.7,1,0,2014-06-14,90,4,5,44,2,3,29,6,4,1,3,5,1,0,0,0,0,0,0,Australia,51,1,87,8,4233,50-59,Low,Family Customer
12753218,1958,Master,Together,43250.5,1,0,2013-11-10,99,0,2,44,25,8,6,1,12,0,4,3,0,0,0,1,0,0,0,Germany,67,1,85,16,4449,60-69,Mid,Family Customer
16372261,1972,2n Cycle,Together,89938.1,0,0,2013-02-12,49,302,0,65,7,6,46,1,5,1,2,7,0,0,0,1,0,0,0,Spain,53,0,426,8,4720,50-59,Very High,High Income
15196010,1942,PhD,Single,69331.6,0,0,2014-06-29,80,263,15,332,28,18,0,1,2,4,5,3,0,0,0,0,0,0,0,Germany,83,0,656,11,4218,70+,High,Standard Customer
11552174,1975,Master,Single,18267.6,1,0,2013-07-10,86,0,0,33,4,0,10,3,1,1,3,0,0,0,0,0,0,0,0,Canada,50,1,47,5,4572,50-59,Low,Family Customer
6687490,1972,Graduation,Married,1730.0,1,0,2014-06-29,72,0,0,42,0,0,0,5,2,0,3,7,0,0,0,0,0,0,0,Spain,53,1,42,5,4218,50-59,Low,High Web Engagement
11383193,1973,Graduation,Together,57466.4,1,0,2014-02-02,22,34,19,180,52,8,47,1,2,0,2,8,1,0,0,0,0,0,0,Canada,52,1,340,4,4365,50-59,Mid,High Web Engagement
13972950,1945,Master,Single,103401.4,1,1,2012-10-06,86,241,0,685,230,129,89,4,4,1,7,1,0,1,0,0,0,0,0,Spain,80,2,1374,12,4849,70+,Very High,High Income
3470315,1978,Graduation,Widow,47659.0,1,0,2014-06-29,55,0,43,1013,9,1,0,3,3,3,5,8,0,0,0,0,0,0,0,Saudi Arabia,47,1,1066,11,4218,40-49,Mid,High Web Engagement
435722,1951,2n Cycle,Single,15429.2,1,1,2014-01-13,91,2,0,31,5,1,1,3,0,0,6,8,0,0,0,0,0,0,0,India,74,2,40,6,4385,70+,Low,High Web Engagement
